,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - Endothelial,endothelial cell,CL:0000115,TSP7,female,European,69-year-old human stage,88,60.689655172413794
1,Tabula Sapiens - Endothelial,endothelial cell of lymphatic vessel,CL:0002138,TSP7,female,European,69-year-old human stage,57,39.310344827586206
