cell_type,count,percentage,cat,sex,exp,age,y_pos
"CD68 
/Macrophage",173,10.260972,young / non,f,non,33,1025.466
T-Killer,47,2.787663,young / non,f,non,33
T-reg,157,9.311981,young / non,f,non,33
T-helper,1309,77.639383,young / non,f,non,33
P53,503,22.365495,young / non,f,non,33
KI67,737,32.77012,young / non,f,non,33
DDB2,1009,44.864384,young / non,f,non,33
