cell_type,count,percentage,cat,sex,exp,age,y_pos
"CD68 
/Macrophage",57,5.080213,old / sun,m,sun,57,1343.127
T-Killer,15,1.336898,old / sun,m,sun,57
T-reg,57,5.080213,old / sun,m,sun,57
T-helper,993,88.502673,old / sun,m,sun,57
P53,66,32.83582,old / sun,m,sun,57
KI67,44,21.890547,old / sun,m,sun,57
DDB2,91,45.273631,old / sun,m,sun,57
