cell_type,count,percentage,cat,sex,exp,age,y_pos
"CD68 
/Macrophage",70,6.763285,young / sun,m,sun,38,1062.836
T-Killer,29,2.801932,young / sun,m,sun,38
T-reg,110,10.628019,young / sun,m,sun,38
T-helper,826,79.806763,young / sun,m,sun,38
P53,105,15.151515,young / sun,m,sun,38
KI67,323,46.608946,young / sun,m,sun,38
DDB2,265,38.239538,young / sun,m,sun,38
