,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83215,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000003,native cell,500,5.365382551775942
83216,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000057,fibroblast,474,5.0863826590835926
83217,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000097,mast cell,75,0.8048073827663913
83218,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000115,endothelial cell,45,0.4828844296598347
83219,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000192,smooth muscle cell,356,3.8201523768644705
83220,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000235,macrophage,87,0.9335765640090138
83221,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000236,B cell,3,0.03219229531065565
83222,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000451,dendritic cell,3,0.03219229531065565
83223,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000576,monocyte,5,0.053653825517759414
83224,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000623,natural killer cell,9,0.09657688593196695
83225,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000669,pericyte,1889,20.27041528060951
83226,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",49,0.5258074900740423
83227,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000814,mature NK T cell,18,0.1931537718639339
83228,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",4,0.042923060414207535
83229,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",122,1.3091533426333297
83230,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",60,0.643845906213113
83231,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,5,0.053653825517759414
83232,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,5043,54.11524841721215
83233,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,1,0.010730765103551884
83234,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0002144,capillary endothelial cell,337,3.6162678398969845
83235,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0002319,neural cell,90,0.9657688593196694
83236,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",1,0.010730765103551884
83237,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:0002543,vein endothelial cell,15,0.16096147655327825
83238,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:1000309,epicardial adipocyte,3,0.03219229531065565
83239,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H5,sixth decade human stage,European,CL:1000413,endothelial cell of artery,125,1.3413456379439854
