,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83168,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000003,native cell,277,6.395751558531517
83169,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000057,fibroblast,614,14.176864465481412
83170,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000077,mesothelial cell,14,0.32325098129762175
83171,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000097,mast cell,5,0.11544677903486493
83172,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000115,endothelial cell,37,0.8543061648580005
83173,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000192,smooth muscle cell,59,1.362271992611406
83174,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000235,macrophage,118,2.724543985222812
83175,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000236,B cell,1,0.023089355806972987
83176,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000451,dendritic cell,2,0.046178711613945975
83177,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000576,monocyte,2,0.046178711613945975
83178,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000669,pericyte,757,17.47864234587855
83179,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000814,mature NK T cell,1,0.023089355806972987
83180,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",4,0.09235742322789195
83181,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",3,0.06926806742091896
83182,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,2132,49.226506580466406
83183,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,3,0.06926806742091896
83184,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0002144,capillary endothelial cell,203,4.687139228815516
83185,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0002319,neural cell,19,0.4386977603324867
83186,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:0002543,vein endothelial cell,15,0.3463403371045948
83187,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:1000309,epicardial adipocyte,17,0.39251904871854076
83188,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D4,eighth decade human stage,European,CL:1000413,endothelial cell of artery,48,1.1082890787347033
