,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
84215,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000003,native cell,324
84216,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000057,fibroblast,3982
84217,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000077,mesothelial cell,81
84218,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000097,mast cell,76
84219,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000115,endothelial cell,284
84220,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000192,smooth muscle cell,110
84221,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000235,macrophage,288
84222,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000236,B cell,7
84223,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000451,dendritic cell,28
84224,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000576,monocyte,5
84225,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000623,natural killer cell,4
84226,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000669,pericyte,1076
84227,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",13
84228,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000814,mature NK T cell,8
84229,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",9
84230,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",88
84231,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",53
84232,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0001054,CD14-positive monocyte,1
84233,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002129,regular atrial cardiac myocyte,1228
84234,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,38
84235,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002144,capillary endothelial cell,273
84236,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002319,neural cell,97
84237,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",1
84238,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002543,vein endothelial cell,80
84239,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:1000309,epicardial adipocyte,268
84240,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:1000413,endothelial cell of artery,79
