,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
84318,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000003,native cell,147,4.67706013363029
84319,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000057,fibroblast,500,15.90836780146357
84320,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000097,mast cell,41,1.3044861597200128
84321,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000115,endothelial cell,31,0.9863188036907413
84322,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000192,smooth muscle cell,254,8.081450843143493
84323,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000235,macrophage,241,7.66783328030544
84324,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000236,B cell,21,0.6681514476614699
84325,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000451,dendritic cell,8,0.2545338848234171
84326,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000576,monocyte,4,0.12726694241170855
84327,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000623,natural killer cell,11,0.34998409163219857
84328,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000669,pericyte,480,15.272033089405026
84329,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",351,11.167674196627427
84330,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000814,mature NK T cell,1,0.03181673560292714
84331,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",34,1.0817690104995228
84332,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",193,6.140629971364938
84333,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",49,1.55902004454343
84334,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,8,0.2545338848234171
84335,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,257,8.176901049952274
84336,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,14,0.4454342984409799
84337,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0002144,capillary endothelial cell,92,2.927139675469297
84338,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0002319,neural cell,99,3.149856824689787
84339,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",13,0.4136175628380528
84340,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:0002543,vein endothelial cell,95,3.022589882278078
84341,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:1000309,epicardial adipocyte,129,4.104358892777601
84342,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,H2,sixth decade human stage,European,CL:1000413,endothelial cell of artery,70,2.2271714922048997
