,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83240,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000003,native cell,858,7.225871652349672
83241,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000057,fibroblast,730,6.147886137780024
83242,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000097,mast cell,84,0.7074279939363315
83243,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000115,endothelial cell,104,0.8758632305878389
83244,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000192,smooth muscle cell,310,2.610746168098366
83245,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000235,macrophage,97,0.8169108977598113
83246,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000236,B cell,6,0.05053057099545225
83247,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000451,dendritic cell,5,0.04210880916287687
83248,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000576,monocyte,8,0.067374094660603
83249,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000623,natural killer cell,20,0.16843523665150748
