,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83250,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000669,pericyte,1814,15.27707596429173
83251,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",4,0.0336870473303015
83252,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000814,mature NK T cell,37,0.31160518780528884
83253,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",1,0.008421761832575375
83254,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",19,0.16001347481893213
83255,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",25,0.21054404581438438
83256,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0001054,CD14-positive monocyte,1,0.008421761832575375
83257,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,7122,59.97978777160182
83258,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,5,0.04210880916287687
83259,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0002144,capillary endothelial cell,343,2.8886643085733534
83260,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0002319,neural cell,147,1.23799898938858
83261,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",2,0.01684352366515075
83262,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:0002543,vein endothelial cell,22,0.18527876031665824
83263,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:1000309,epicardial adipocyte,22,0.18527876031665824
83264,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,H6,fifth decade human stage,European,CL:1000413,endothelial cell of artery,88,0.741115041266633
