,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
84215,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000003,native cell,324,3.8113163157275616
84216,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000057,fibroblast,3982,46.841548053170214
84217,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000077,mesothelial cell,81,0.9528290789318904
84218,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000097,mast cell,76,0.8940124691212797
84219,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000115,endothelial cell,284,3.3407834372426772
84220,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000192,smooth muscle cell,110,1.2939654158334313
84221,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000235,macrophage,288,3.387836725091166
84222,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000236,B cell,7,0.08234325373485472
84223,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000451,dendritic cell,28,0.3293730149394189
84224,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000576,monocyte,5,0.058816609810610515
84225,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000623,natural killer cell,4,0.04705328784848841
84226,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000669,pericyte,1076,12.657334431243383
84227,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",13,0.15292318550758735
84228,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000814,mature NK T cell,8,0.09410657569697682
84229,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",9,0.10586989765909893
84230,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",88,1.035172332666745
84231,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",53,0.6234560639924714
84232,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0001054,CD14-positive monocyte,1,0.011763321962122103
84233,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002129,regular atrial cardiac myocyte,1228,14.445359369485944
84234,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,38,0.44700623456063987
84235,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002144,capillary endothelial cell,273,3.2113868956593343
84236,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002319,neural cell,97,1.141042230325844
84237,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",1,0.011763321962122103
84238,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:0002543,vein endothelial cell,80,0.9410657569697682
84239,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:1000309,epicardial adipocyte,268,3.1525702858487237
84240,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,male,D2,seventh decade human stage,European,CL:1000413,endothelial cell of artery,79,0.9293024350076461
