,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83832,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000003,native cell,558,6.238819320214669
83833,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000057,fibroblast,742,8.296064400715563
83834,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000097,mast cell,55,0.6149373881932022
83835,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000115,endothelial cell,57,0.6372987477638641
83836,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000192,smooth muscle cell,415,4.639982110912343
83837,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000235,macrophage,85,0.9503577817531306
83838,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000236,B cell,2,0.022361359570661897
83839,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000451,dendritic cell,3,0.03354203935599284
83840,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000576,monocyte,1,0.011180679785330949
83841,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000623,natural killer cell,5,0.05590339892665474
83842,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000669,pericyte,1597,17.855545617173522
83843,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",16,0.17889087656529518
83844,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000814,mature NK T cell,6,0.06708407871198568
83845,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",24,0.26833631484794274
83846,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",20,0.22361359570661896
83847,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,1,0.011180679785330949
83848,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,4496,50.268336314847936
83849,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0002144,capillary endothelial cell,502,5.612701252236136
83850,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0002319,neural cell,114,1.2745974955277282
83851,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",2,0.022361359570661897
83852,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:0002543,vein endothelial cell,46,0.5143112701252236
83853,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:1000309,epicardial adipocyte,8,0.08944543828264759
83854,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,H5,sixth decade human stage,European,CL:1000413,endothelial cell of artery,189,2.113148479427549
