,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
84671,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000003,native cell,107
84672,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000057,fibroblast,353
84673,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000097,mast cell,5
84674,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000115,endothelial cell,44
84675,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000192,smooth muscle cell,253
84676,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000235,macrophage,108
84677,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000236,B cell,17
84678,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000451,dendritic cell,5
84679,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000576,monocyte,8
84680,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000623,natural killer cell,18
84681,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000669,pericyte,396
84682,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",44
84683,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000814,mature NK T cell,8
84684,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",10
84685,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",83
84686,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",24
84687,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,6
84688,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,258
84689,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,6
84690,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0002144,capillary endothelial cell,74
84691,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0002319,neural cell,93
84692,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",24
84693,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:0002543,vein endothelial cell,110
84694,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:1000309,epicardial adipocyte,20
84695,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,H4,sixth decade human stage,European,CL:1000413,endothelial cell of artery,64
