,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
83699,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000003,native cell,605
83700,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000057,fibroblast,661
83701,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000097,mast cell,39
83702,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000115,endothelial cell,64
83703,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000192,smooth muscle cell,128
83704,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000235,macrophage,77
83705,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000236,B cell,6
83706,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000451,dendritic cell,7
83707,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000576,monocyte,9
83708,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000623,natural killer cell,19
83709,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000669,pericyte,1026
83710,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",31
83711,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000814,mature NK T cell,9
83712,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",2
83713,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",159
83714,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",179
83715,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,1
83716,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,2130
83717,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,7
83718,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0002144,capillary endothelial cell,190
83719,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0002319,neural cell,47
83720,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:0002543,vein endothelial cell,33
83721,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:1000309,epicardial adipocyte,110
83722,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H2,sixth decade human stage,European,CL:1000413,endothelial cell of artery,39
