,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
83723,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000003,native cell,1077
83724,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000057,fibroblast,462
83725,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000097,mast cell,43
83726,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000115,endothelial cell,116
83727,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000192,smooth muscle cell,128
83728,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000235,macrophage,52
83729,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000236,B cell,6
83730,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000451,dendritic cell,3
83731,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000576,monocyte,3
83732,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000623,natural killer cell,3
83733,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000669,pericyte,987
83734,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",1
83735,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000814,mature NK T cell,5
83736,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000906,"activated CD8-positive, alpha-beta T cell",13
83737,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",18
83738,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002131,regular ventricular cardiac myocyte,2404
83739,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002138,endothelial cell of lymphatic vessel,8
83740,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002144,capillary endothelial cell,222
83741,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002319,neural cell,44
83742,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002397,"CD14-positive, CD16-positive monocyte",1
83743,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002543,vein endothelial cell,14
83744,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:1000309,epicardial adipocyte,26
83745,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:1000413,endothelial cell of artery,30
