,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83723,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000003,native cell,1077,19.008118602188492
83724,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000057,fibroblast,462,8.153900458877516
83725,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000097,mast cell,43,0.7589128132721497
83726,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000115,endothelial cell,116,2.0472996823155665
83727,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000192,smooth muscle cell,128,2.2590893046240734
83728,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000235,macrophage,52,0.9177550300035299
83729,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000236,B cell,6,0.10589481115425345
83730,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000451,dendritic cell,3,0.052947405577126724
83731,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000576,monocyte,3,0.052947405577126724
83732,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000623,natural killer cell,3,0.052947405577126724
83733,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000669,pericyte,987,17.41969643487469
83734,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",1,0.017649135192375574
83735,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000814,mature NK T cell,5,0.08824567596187786
83736,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000906,"activated CD8-positive, alpha-beta T cell",13,0.22943875750088247
83737,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",18,0.3176844334627603
83738,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002131,regular ventricular cardiac myocyte,2404,42.42852100247088
83739,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002138,endothelial cell of lymphatic vessel,8,0.1411930815390046
83740,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002144,capillary endothelial cell,222,3.9181080127073775
83741,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002319,neural cell,44,0.7765619484645252
83742,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002397,"CD14-positive, CD16-positive monocyte",1,0.017649135192375574
83743,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:0002543,vein endothelial cell,14,0.24708789269325804
83744,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:1000309,epicardial adipocyte,26,0.45887751500176494
83745,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,H3,sixth decade human stage,Asian,CL:1000413,endothelial cell of artery,30,0.5294740557712672
