,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
83899,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000003,native cell,387
83900,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000057,fibroblast,840
83901,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000115,endothelial cell,59
83902,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000192,smooth muscle cell,55
83903,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000235,macrophage,72
83904,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000451,dendritic cell,5
83905,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000576,monocyte,1
83906,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000623,natural killer cell,1
83907,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000669,pericyte,738
83908,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000814,mature NK T cell,4
83909,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",1
83910,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",3
83911,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",5
83912,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,4575
83913,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,20
83914,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002144,capillary endothelial cell,223
83915,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002319,neural cell,27
83916,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:0002543,vein endothelial cell,29
83917,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:1000309,epicardial adipocyte,3
83918,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D2,seventh decade human stage,European,CL:1000413,endothelial cell of artery,33
