,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83362,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000003,native cell,473,10.413914575077058
83363,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000057,fibroblast,412,9.070893879348304
83364,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000077,mesothelial cell,2,0.044033465433729636
83365,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000097,mast cell,1,0.022016732716864818
83366,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000115,endothelial cell,66,1.453104359313078
83367,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000192,smooth muscle cell,66,1.453104359313078
83368,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000235,macrophage,163,3.588727432848965
83369,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000236,B cell,4,0.08806693086745927
83370,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000451,dendritic cell,21,0.4623513870541612
83371,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,male,D7,seventh decade human stage,European,CL:0000576,monocyte,35,0.7705856450902686
