,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83603,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000003,native cell,221,3.426356589147287
83604,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000057,fibroblast,1554,24.093023255813954
83605,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000097,mast cell,3,0.046511627906976744
83606,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000115,endothelial cell,110,1.7054263565891472
83607,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000192,smooth muscle cell,115,1.7829457364341086
83608,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000235,macrophage,113,1.751937984496124
83609,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000236,B cell,4,0.062015503875969
83610,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000451,dendritic cell,15,0.23255813953488372
83611,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000576,monocyte,1,0.01550387596899225
83612,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000623,natural killer cell,3,0.046511627906976744
83613,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000669,pericyte,1222,18.945736434108525
83614,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",3,0.046511627906976744
83615,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000814,mature NK T cell,3,0.046511627906976744
83616,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",2,0.0310077519379845
83617,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",15,0.23255813953488372
83618,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",8,0.124031007751938
83619,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,2595,40.23255813953489
83620,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,18,0.27906976744186046
83621,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0002144,capillary endothelial cell,291,4.511627906976744
83622,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0002319,neural cell,48,0.7441860465116279
83623,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",1,0.01550387596899225
83624,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:0002543,vein endothelial cell,30,0.46511627906976744
83625,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:1000309,epicardial adipocyte,24,0.37209302325581395
83626,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,male,D2,seventh decade human stage,European,CL:1000413,endothelial cell of artery,51,0.7906976744186046
