,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
84482,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000003,native cell,91,3.956521739130435
84483,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000057,fibroblast,602,26.173913043478258
84484,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000097,mast cell,1,0.043478260869565216
84485,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000115,endothelial cell,202,8.782608695652174
84486,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000192,smooth muscle cell,116,5.043478260869565
84487,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000235,macrophage,46,2.0
84488,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000236,B cell,1,0.043478260869565216
84489,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000576,monocyte,2,0.08695652173913043
84490,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000623,natural killer cell,6,0.26086956521739135
84491,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000669,pericyte,159,6.913043478260869
84492,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",13,0.5652173913043479
84493,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000814,mature NK T cell,4,0.17391304347826086
84494,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",1,0.043478260869565216
84495,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",59,2.5652173913043477
84496,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",5,0.21739130434782608
84497,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0001054,CD14-positive monocyte,6,0.26086956521739135
84498,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,824,35.82608695652174
84499,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,1,0.043478260869565216
84500,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0002144,capillary endothelial cell,9,0.391304347826087
84501,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0002319,neural cell,81,3.5217391304347827
84502,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",10,0.43478260869565216
84503,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:0002543,vein endothelial cell,15,0.6521739130434783
84504,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:1000309,epicardial adipocyte,34,1.4782608695652173
84505,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,female,H6,fifth decade human stage,European,CL:1000413,endothelial cell of artery,12,0.5217391304347827
