,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
84117,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000003,native cell,218
84118,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000057,fibroblast,704
84119,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000077,mesothelial cell,20
84120,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000097,mast cell,3
84121,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000115,endothelial cell,200
84122,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000192,smooth muscle cell,281
84123,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000235,macrophage,87
84124,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000236,B cell,1
84125,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000576,monocyte,3
84126,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000623,natural killer cell,9
84127,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000669,pericyte,1185
84128,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",11
84129,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000814,mature NK T cell,2
84130,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",2
84131,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",1
84132,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",3
84133,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0001054,CD14-positive monocyte,5
84134,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,1307
84135,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,5
84136,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0002144,capillary endothelial cell,577
84137,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0002319,neural cell,100
84138,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",9
84139,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:0002543,vein endothelial cell,98
84140,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:1000309,epicardial adipocyte,21
84141,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D5,eighth decade human stage,European,CL:1000413,endothelial cell of artery,200
