,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
84552,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000003,native cell,448
84553,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000057,fibroblast,1999
84554,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000077,mesothelial cell,78
84555,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000097,mast cell,5
84556,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000115,endothelial cell,1055
84557,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000192,smooth muscle cell,75
84558,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000235,macrophage,262
84559,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000236,B cell,2
84560,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000451,dendritic cell,1
84561,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000576,monocyte,4
84562,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000669,pericyte,342
84563,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000814,mature NK T cell,1
84564,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",2
84565,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",10
84566,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",21
84567,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,1797
84568,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0002144,capillary endothelial cell,94
84569,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0002319,neural cell,84
84570,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:0002543,vein endothelial cell,68
84571,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:1000309,epicardial adipocyte,49
84572,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,right cardiac atrium,UBERON:0002078,male,D3,sixth decade human stage,European,CL:1000413,endothelial cell of artery,41
