,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
82794,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000003,native cell,299,9.285714285714286
82795,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000057,fibroblast,665,20.652173913043477
82796,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000097,mast cell,1,0.031055900621118012
82797,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000115,endothelial cell,57,1.7701863354037266
82798,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000192,smooth muscle cell,68,2.111801242236025
82799,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000235,macrophage,130,4.037267080745342
82800,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000451,dendritic cell,4,0.12422360248447205
82801,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000576,monocyte,3,0.09316770186335403
82802,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000623,natural killer cell,2,0.062111801242236024
82803,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000669,pericyte,597,18.540372670807454
82804,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",1,0.031055900621118012
82805,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",1,0.031055900621118012
82806,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",3,0.09316770186335403
82807,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",4,0.12422360248447205
82808,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,843,26.180124223602487
82809,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,3,0.09316770186335403
82810,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0002144,capillary endothelial cell,290,9.006211180124224
82811,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0002319,neural cell,3,0.09316770186335403
82812,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",3,0.09316770186335403
82813,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:0002543,vein endothelial cell,122,3.7888198757763973
82814,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:1000309,epicardial adipocyte,58,1.8012422360248446
82815,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D1,sixth decade human stage,European,CL:1000413,endothelial cell of artery,63,1.956521739130435
