,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
82951,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000003,native cell,401,4.501066337411606
82952,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000057,fibroblast,2440,27.388034571781343
82953,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000097,mast cell,17,0.19081827365585363
82954,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000115,endothelial cell,180,2.020428779885509
82955,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000192,smooth muscle cell,56,0.6285778426310473
82956,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000235,macrophage,393,4.411269502750028
82957,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000236,B cell,1,0.011224604332697273
82958,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000451,dendritic cell,17,0.19081827365585363
82959,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000576,monocyte,2,0.022449208665394547
82960,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000623,natural killer cell,13,0.14591985632506455
82961,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000669,pericyte,1231,13.817487933550343
82962,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",11,0.12347064765967
82963,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000814,mature NK T cell,8,0.08979683466157819
82964,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",4,0.044898417330789094
82965,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",52,0.5836794253002582
82966,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",27,0.3030643169828263
82967,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0001054,CD14-positive monocyte,1,0.011224604332697273
82968,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,3056,34.302390840722865
82969,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,63,0.7071500729599282
82970,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0002144,capillary endothelial cell,513,5.758222022673701
82971,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0002319,neural cell,74,0.8306207206195981
82972,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",6,0.06734762599618363
82973,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:0002543,vein endothelial cell,67,0.7520484902907173
82974,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:1000309,epicardial adipocyte,144,1.6163430239084071
82975,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D2,seventh decade human stage,European,CL:1000413,endothelial cell of artery,132,1.48164777191604
