,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83580,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000003,native cell,774,8.278960316611403
83581,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000057,fibroblast,767,8.204085998502514
83582,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000097,mast cell,19,0.2032302920098406
83583,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000115,endothelial cell,99,1.058936784682854
83584,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000192,smooth muscle cell,301,3.2195956786822117
83585,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000235,macrophage,209,2.2355332121082467
83586,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000236,B cell,10,0.10696331158412664
83587,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000451,dendritic cell,18,0.19253396085142796
83588,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000576,monocyte,9,0.09626698042571398
83589,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000623,natural killer cell,15,0.16044496737619
83590,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000669,pericyte,1838,19.659856669162476
83591,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",7,0.07487431810888864
83592,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000814,mature NK T cell,15,0.16044496737619
83593,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",4,0.04278532463365066
83594,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",18,0.19253396085142796
83595,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",17,0.1818376296930153
83596,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,4965,53.10728420151888
83597,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0002144,capillary endothelial cell,122,1.3049524013263452
83598,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0002319,neural cell,55,0.5882982137126965
83599,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",8,0.08557064926730132
83600,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:0002543,vein endothelial cell,23,0.2460156166434913
83601,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:1000309,epicardial adipocyte,23,0.2460156166434913
83602,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart right ventricle,UBERON:0002080,female,H7,fifth decade human stage,European,CL:1000413,endothelial cell of artery,33,0.3529789282276179
