,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
82816,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000003,native cell,824
82817,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000057,fibroblast,1536
82818,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000097,mast cell,16
82819,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000115,endothelial cell,1493
82820,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000192,smooth muscle cell,801
82821,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000235,macrophage,984
82822,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000236,B cell,35
82823,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000451,dendritic cell,19
82824,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000576,monocyte,121
82825,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000623,natural killer cell,174
82826,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000669,pericyte,3066
82827,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",34
82828,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000814,mature NK T cell,59
82829,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",76
82830,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",73
82831,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",141
82832,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0001054,CD14-positive monocyte,123
82833,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1223
82834,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,86
82835,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002144,capillary endothelial cell,5469
82836,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002319,neural cell,42
82837,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",132
82838,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:0002543,vein endothelial cell,764
82839,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:1000309,epicardial adipocyte,199
82840,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,female,D11,seventh decade human stage,European,CL:1000413,endothelial cell of artery,1039
