,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83792,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000003,native cell,218,4.5032018178062385
83793,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000057,fibroblast,1389,28.692418921710388
83794,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000097,mast cell,2,0.04131377814501136
83795,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000115,endothelial cell,44,0.90890311919025
83796,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000192,smooth muscle cell,67,1.3840115678578806
83797,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000235,macrophage,110,2.272257797975625
83798,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000236,B cell,3,0.06197066721751704
83799,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000451,dendritic cell,2,0.04131377814501136
83800,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000576,monocyte,1,0.02065688907250568
83801,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000669,pericyte,974,20.119809956620532
83802,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",1,0.02065688907250568
83803,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",10,0.2065688907250568
83804,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",4,0.08262755629002272
83805,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1482,30.61350960545342
83806,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,1,0.02065688907250568
83807,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0002144,capillary endothelial cell,329,6.796116504854369
83808,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0002319,neural cell,56,1.156785788060318
83809,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:0002543,vein endothelial cell,48,0.9915306754802726
83810,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:1000309,epicardial adipocyte,3,0.06197066721751704
83811,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D4,eighth decade human stage,European,CL:1000413,endothelial cell of artery,97,2.003718240033051
