,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
82976,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000003,native cell,347,6.897237129795269
82977,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000057,fibroblast,533,10.594315245478036
82978,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000097,mast cell,3,0.05963029218843172
82979,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000115,endothelial cell,49,0.9739614390777183
82980,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000192,smooth muscle cell,317,6.300934207910952
82981,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000235,macrophage,332,6.59908566885311
82982,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000236,B cell,14,0.278274696879348
82983,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000451,dendritic cell,3,0.05963029218843172
82984,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000576,monocyte,7,0.139137348439674
82985,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000623,natural killer cell,21,0.41741204531902204
82986,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000669,pericyte,1366,27.151659709799247
82987,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",21,0.41741204531902204
82988,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000814,mature NK T cell,1,0.019876764062810574
82989,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",17,0.33790498906777977
82990,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",14,0.278274696879348
82991,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",15,0.2981514609421586
82992,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,30,0.5963029218843172
82993,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1484,29.497117869210893
82994,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,1,0.019876764062810574
82995,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0002144,capillary endothelial cell,246,4.889683959451401
82996,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0002319,neural cell,24,0.4770423375074538
82997,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",44,0.8745776187636654
82998,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:0002543,vein endothelial cell,31,0.6161796859471278
82999,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:1000309,epicardial adipocyte,30,0.5963029218843172
83000,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,apex of heart,UBERON:0002098,male,D3,sixth decade human stage,European,CL:1000413,endothelial cell of artery,81,1.6100178890876566
