,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
83941,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000003,native cell,1634
83942,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000057,fibroblast,141
83943,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000077,mesothelial cell,2
83944,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000097,mast cell,2
83945,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000115,endothelial cell,259
83946,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000192,smooth muscle cell,281
83947,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000235,macrophage,228
83948,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000236,B cell,19
83949,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000451,dendritic cell,2
83950,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000576,monocyte,78
83951,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000623,natural killer cell,69
83952,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000669,pericyte,1339
83953,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",25
83954,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000814,mature NK T cell,65
83955,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",48
83956,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",105
83957,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",122
83958,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0001054,CD14-positive monocyte,50
83959,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1907
83960,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,72
83961,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002144,capillary endothelial cell,3961
83962,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002319,neural cell,46
83963,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",70
83964,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:0002543,vein endothelial cell,172
83965,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,male,D6,eighth decade human stage,European,CL:1000413,endothelial cell of artery,1450
