,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,DCM/ACM heart cell atlas: Lymphoids,lymphocyte,CL:0000542,D4,female,European,eighth decade human stage,8,22.857142857142858
1,DCM/ACM heart cell atlas: Lymphoids,native cell,CL:0000003,D4,female,European,eighth decade human stage,1,2.857142857142857
2,DCM/ACM heart cell atlas: Lymphoids,lymphocyte,CL:0000542,D4,female,European,eighth decade human stage,26,74.28571428571429
