,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
83767,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000003,native cell,914
83768,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000057,fibroblast,1190
83769,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000097,mast cell,6
83770,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000115,endothelial cell,612
83771,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000192,smooth muscle cell,523
83772,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000235,macrophage,591
83773,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000236,B cell,94
83774,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000451,dendritic cell,23
83775,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000576,monocyte,88
83776,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000623,natural killer cell,570
83777,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000669,pericyte,1737
83778,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",67
83779,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000814,mature NK T cell,90
83780,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",109
83781,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",41
83782,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",103
83783,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0001054,CD14-positive monocyte,315
83784,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,1937
83785,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,24
83786,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0002144,capillary endothelial cell,4306
83787,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0002319,neural cell,15
83788,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",441
83789,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:0002543,vein endothelial cell,276
83790,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:1000309,epicardial adipocyte,103
83791,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,interventricular septum,UBERON:0002094,female,D11,seventh decade human stage,European,CL:1000413,endothelial cell of artery,1283
