,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
84052,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000003,native cell,39
84053,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000057,fibroblast,355
84054,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000077,mesothelial cell,1
84055,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000115,endothelial cell,22
84056,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000192,smooth muscle cell,10
84057,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000235,macrophage,19
84058,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000451,dendritic cell,1
84059,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000576,monocyte,1
84060,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0000669,pericyte,148
84061,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0001054,CD14-positive monocyte,1
84062,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0002129,regular atrial cardiac myocyte,404
84063,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0002144,capillary endothelial cell,18
84064,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0002319,neural cell,31
84065,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:0002543,vein endothelial cell,4
84066,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:1000309,epicardial adipocyte,6
84067,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,left cardiac atrium,UBERON:0002079,female,D1,sixth decade human stage,European,CL:1000413,endothelial cell of artery,7
