,dataset_name,dataset_id,tissue,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,count,percentage
83145,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000003,native cell,177,5.139372822299651
83146,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000057,fibroblast,85,2.468060394889663
83147,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000115,endothelial cell,93,2.7003484320557494
83148,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000192,smooth muscle cell,88,2.5551684088269457
83149,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000235,macrophage,37,1.0743321718931476
83150,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000236,B cell,25,0.7259001161440186
83151,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000451,dendritic cell,5,0.14518002322880372
83152,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000576,monocyte,4,0.11614401858304298
83153,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000623,natural killer cell,6,0.17421602787456447
83154,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000669,pericyte,662,19.221835075493612
83155,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",1,0.029036004645760744
83156,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000814,mature NK T cell,1,0.029036004645760744
83157,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000896,"activated CD4-positive, alpha-beta T cell",4,0.11614401858304298
83158,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000906,"activated CD8-positive, alpha-beta T cell",1,0.029036004645760744
83159,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",3,0.08710801393728224
83160,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0001054,CD14-positive monocyte,11,0.3193960511033682
83161,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0002131,regular ventricular cardiac myocyte,143,4.152148664343787
83162,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0002138,endothelial cell of lymphatic vessel,4,0.11614401858304298
83163,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0002144,capillary endothelial cell,997,28.948896631823462
83164,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0002319,neural cell,4,0.11614401858304298
83165,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0002397,"CD14-positive, CD16-positive monocyte",12,0.34843205574912894
83166,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:0002543,vein endothelial cell,322,9.34959349593496
83167,All — Cells of the adult human heart,dd2f4658-d6e1-4d8a-a5f3-b9efed1bd1ca,heart left ventricle,UBERON:0002084,female,D11,seventh decade human stage,European,CL:1000413,endothelial cell of artery,759,22.038327526132402
