,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Construction of a human cell landscape at single-cell level,erythroid progenitor cell,CL:0000038,Donor1,unknown,Han Chinese,newborn human stage,88,1.1344591981436123
1,Construction of a human cell landscape at single-cell level,epithelial cell,CL:0000066,Donor1,unknown,Han Chinese,newborn human stage,1,0.012891581797086502
2,Construction of a human cell landscape at single-cell level,T cell,CL:0000084,Donor1,unknown,Han Chinese,newborn human stage,169,2.178677323707619
3,Construction of a human cell landscape at single-cell level,endothelial cell,CL:0000115,Donor1,unknown,Han Chinese,newborn human stage,3,0.03867474539125951
4,Construction of a human cell landscape at single-cell level,professional antigen presenting cell,CL:0000145,Donor1,unknown,Han Chinese,newborn human stage,1076,13.871342013665078
5,Construction of a human cell landscape at single-cell level,B cell,CL:0000236,Donor1,unknown,Han Chinese,newborn human stage,24,0.30939796313007606
6,Construction of a human cell landscape at single-cell level,dendritic cell,CL:0000451,Donor1,unknown,Han Chinese,newborn human stage,18,0.23204847234755704
7,Construction of a human cell landscape at single-cell level,monocyte,CL:0000576,Donor1,unknown,Han Chinese,newborn human stage,48,0.6187959262601521
8,Construction of a human cell landscape at single-cell level,erythroid lineage cell,CL:0000764,Donor1,unknown,Han Chinese,newborn human stage,144,1.8563877787804564
9,Construction of a human cell landscape at single-cell level,neutrophil,CL:0000775,Donor1,unknown,Han Chinese,newborn human stage,6136,79.10274590692278
10,Construction of a human cell landscape at single-cell level,cord blood hematopoietic stem cell,CL:2000095,Donor1,unknown,Han Chinese,newborn human stage,50,0.6445790898543251
