,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Construction of a human cell landscape at single-cell level,erythroid progenitor cell,CL:0000038,Donor38,female,Han Chinese,21-year-old human stage,6,0.3313086692435119
1,Construction of a human cell landscape at single-cell level,epithelial cell,CL:0000066,Donor38,female,Han Chinese,21-year-old human stage,682,37.65875207067918
2,Construction of a human cell landscape at single-cell level,T cell,CL:0000084,Donor38,female,Han Chinese,21-year-old human stage,302,16.675869685256764
3,Construction of a human cell landscape at single-cell level,mast cell,CL:0000097,Donor38,female,Han Chinese,21-year-old human stage,9,0.4969630038652678
4,Construction of a human cell landscape at single-cell level,endothelial cell,CL:0000115,Donor38,female,Han Chinese,21-year-old human stage,25,1.3804527885146327
5,Construction of a human cell landscape at single-cell level,professional antigen presenting cell,CL:0000145,Donor38,female,Han Chinese,21-year-old human stage,18,0.9939260077305356
6,Construction of a human cell landscape at single-cell level,smooth muscle cell,CL:0000192,Donor38,female,Han Chinese,21-year-old human stage,1,0.05521811154058532
7,Construction of a human cell landscape at single-cell level,macrophage,CL:0000235,Donor38,female,Han Chinese,21-year-old human stage,98,5.41137493097736
8,Construction of a human cell landscape at single-cell level,B cell,CL:0000236,Donor38,female,Han Chinese,21-year-old human stage,10,0.5521811154058531
9,Construction of a human cell landscape at single-cell level,dendritic cell,CL:0000451,Donor38,female,Han Chinese,21-year-old human stage,92,5.080066261733849
10,Construction of a human cell landscape at single-cell level,monocyte,CL:0000576,Donor38,female,Han Chinese,21-year-old human stage,143,7.8961899503037
11,Construction of a human cell landscape at single-cell level,enterocyte,CL:0000584,Donor38,female,Han Chinese,21-year-old human stage,3,0.16565433462175594
12,Construction of a human cell landscape at single-cell level,neutrophil,CL:0000775,Donor38,female,Han Chinese,21-year-old human stage,233,12.865819988956378
13,Construction of a human cell landscape at single-cell level,plasma cell,CL:0000786,Donor38,female,Han Chinese,21-year-old human stage,188,10.381004969630037
14,Construction of a human cell landscape at single-cell level,epithelial cell of exocrine pancreas,CL:1001433,Donor38,female,Han Chinese,21-year-old human stage,1,0.05521811154058532
