,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Single-cell multiomic profiling of human lungs across age groups,native cell,CL:0000003,D032,male,European,3-year-old human stage,147,2.9577464788732395
1,Single-cell multiomic profiling of human lungs across age groups,fibroblast,CL:0000057,D032,male,European,3-year-old human stage,633,12.7364185110664
2,Single-cell multiomic profiling of human lungs across age groups,ciliated cell,CL:0000064,D032,male,European,3-year-old human stage,135,2.716297786720322
3,Single-cell multiomic profiling of human lungs across age groups,epithelial cell,CL:0000066,D032,male,European,3-year-old human stage,131,2.6358148893360163
4,Single-cell multiomic profiling of human lungs across age groups,blood vessel endothelial cell,CL:0000071,D032,male,European,3-year-old human stage,3,0.060362173038229376
5,Single-cell multiomic profiling of human lungs across age groups,T cell,CL:0000084,D032,male,European,3-year-old human stage,288,5.794768611670021
6,Single-cell multiomic profiling of human lungs across age groups,mast cell,CL:0000097,D032,male,European,3-year-old human stage,17,0.3420523138832998
7,Single-cell multiomic profiling of human lungs across age groups,endothelial cell,CL:0000115,D032,male,European,3-year-old human stage,458,9.215291750503019
8,Single-cell multiomic profiling of human lungs across age groups,chondrocyte,CL:0000138,D032,male,European,3-year-old human stage,4,0.08048289738430583
9,Single-cell multiomic profiling of human lungs across age groups,club cell,CL:0000158,D032,male,European,3-year-old human stage,277,5.573440643863179
10,Single-cell multiomic profiling of human lungs across age groups,goblet cell,CL:0000160,D032,male,European,3-year-old human stage,29,0.5835010060362174
11,Single-cell multiomic profiling of human lungs across age groups,myofibroblast cell,CL:0000186,D032,male,European,3-year-old human stage,24,0.482897384305835
12,Single-cell multiomic profiling of human lungs across age groups,smooth muscle cell,CL:0000192,D032,male,European,3-year-old human stage,17,0.3420523138832998
13,Single-cell multiomic profiling of human lungs across age groups,macrophage,CL:0000235,D032,male,European,3-year-old human stage,115,2.3138832997987926
14,Single-cell multiomic profiling of human lungs across age groups,B cell,CL:0000236,D032,male,European,3-year-old human stage,55,1.1066398390342052
15,Single-cell multiomic profiling of human lungs across age groups,vascular associated smooth muscle cell,CL:0000359,D032,male,European,3-year-old human stage,8,0.16096579476861167
16,Single-cell multiomic profiling of human lungs across age groups,dendritic cell,CL:0000451,D032,male,European,3-year-old human stage,15,0.30181086519114686
17,Single-cell multiomic profiling of human lungs across age groups,monocyte,CL:0000576,D032,male,European,3-year-old human stage,230,4.627766599597585
18,Single-cell multiomic profiling of human lungs across age groups,alveolar macrophage,CL:0000583,D032,male,European,3-year-old human stage,1079,21.7102615694165
19,Single-cell multiomic profiling of human lungs across age groups,enucleate erythrocyte,CL:0000595,D032,male,European,3-year-old human stage,2,0.04024144869215292
20,Single-cell multiomic profiling of human lungs across age groups,natural killer cell,CL:0000623,D032,male,European,3-year-old human stage,76,1.529175050301811
21,Single-cell multiomic profiling of human lungs across age groups,basal cell,CL:0000646,D032,male,European,3-year-old human stage,34,0.6841046277665996
22,Single-cell multiomic profiling of human lungs across age groups,pericyte,CL:0000669,D032,male,European,3-year-old human stage,104,2.0925553319919517
23,Single-cell multiomic profiling of human lungs across age groups,type I pneumocyte,CL:0002062,D032,male,European,3-year-old human stage,342,6.881287726358148
24,Single-cell multiomic profiling of human lungs across age groups,type II pneumocyte,CL:0002063,D032,male,European,3-year-old human stage,712,14.32595573440644
25,Single-cell multiomic profiling of human lungs across age groups,vein endothelial cell,CL:0002543,D032,male,European,3-year-old human stage,10,0.2012072434607646
26,Single-cell multiomic profiling of human lungs across age groups,lung neuroendocrine cell,CL:1000223,D032,male,European,3-year-old human stage,8,0.16096579476861167
27,Single-cell multiomic profiling of human lungs across age groups,endothelial cell of artery,CL:1000413,D032,male,European,3-year-old human stage,17,0.3420523138832998
