,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - Stromal,pancreatic stellate cell,CL:0002410,TSP1,female,European,59-year-old human stage,7,17.94871794871795
1,Tabula Sapiens - Stromal,pancreatic stellate cell,CL:0002410,TSP1,female,European,59-year-old human stage,32,82.05128205128204
